Star#,2021-03-01,2021-03-02,2021-03-11,2021-03-12,2021-03-18,2021-03-19,2021-03-27,2021-03-30,2021-03-31,2021-04-20,2021-05-04,2021-05-06,2021-05-07,2021-05-10,2021-05-11,2021-05-13,2021-05-31,2021-06-04,2021-06-05,2021-06-08,2021-06-10,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-21,2021-06-30,2021-07-02,2021-07-11,2021-07-16,2021-07-17,2021-07-18,2021-07-24,2021-07-25,2021-08-01,2021-08-02,2021-08-09,2021-08-11,2021-08-13,2021-08-15,2021-08-21,2021-08-31,2021-09-01,2021-09-04,2021-09-06,2021-09-07,2021-09-16,2021-09-18,2021-09-19,2021-09-22,2021-09-26,2021-09-27,2021-09-28
266,18110.1209285,17751.5086561,17602.3647843,17435.0838401,17244.8525208,17323.3173965,17463.9547577,17386.432507,17379.1555406,17097.165821,0.0,16819.598103,17242.3606222,0.0,17529.5981555,17677.5676687,0.0,0.0,0.0,0.0,0.0,17226.3571144,0.0,0.0,0.0,17573.5460892,0.0,0.0,0.0,17600.3115064,0.0,0.0,0.0,17472.827273,17014.0707964,16755.2208717,0.0,17084.7342826,0.0,0.0,0.0,16977.4757665,0.0,0.0,0.0,17363.6022899,0.0,0.0,0.0,0.0,16861.1892673,17107.0797393,16681.3440398
267,16812.3650387,16942.035129,16899.0959913,16909.264028,17017.7030596,16850.537828,16737.3525535,16783.5334362,16854.0501554,16827.3243501,16982.7504172,16786.3482294,16956.5280815,16758.0491963,16699.832681,16896.1154851,16843.6205723,16893.8040247,16804.328138,16810.7437864,16887.0877067,16842.7848198,16973.333008,16784.8583032,16816.261551,16666.3026552,16780.6286361,16861.0538643,16917.4238925,16802.0600676,16847.295942,16680.0637716,16907.4884203,16723.1960189,16909.714058,16774.9328106,16906.3318262,16915.6687571,16852.0960337,16908.615,16843.5070224,16872.0221981,17014.7713988,16898.9941164,16851.2869624,16990.7434899,17016.5108986,16852.6828157,16957.2555915,16841.1630559,16750.9041249,16767.3354194,16742.0681338
268,19955.1222136,19603.6118562,19725.1591639,18978.7670589,19204.3283337,19203.6608342,19148.2643108,18903.9452813,19293.3924519,18935.7607093,19018.4056544,18634.5381482,19117.936144,19533.2743456,19512.0476662,19838.1365925,18890.0462989,18606.6111625,18365.0262522,18485.5953861,18772.3253441,18849.8734402,19075.1975421,19097.2166964,18682.3839092,19403.598833,18592.2741158,19266.052168,18946.3192644,19467.6563741,19070.9928966,19603.8660904,19657.6054065,19293.6033864,18614.1396164,18630.3185715,18667.9300351,18702.2690212,18749.8488047,18855.2593699,19129.054715,18480.759353,18775.7224431,18932.5354404,18754.5348449,18925.2617157,19327.6602995,19344.828468,19604.9783113,19009.8084351,18829.0726708,18997.9534532,18578.0181692
269,16360.7368191,16136.8784128,16235.9131479,15860.4419068,15997.183609,15837.0176173,16112.8158916,15948.1569711,16091.4125809,15833.2670354,16135.4901185,15670.9262825,15737.7669531,16497.5807227,16451.8457348,16391.7423674,15950.9607597,15829.9851522,15705.0579702,15934.1271406,16049.8077922,16028.1069785,16330.6426973,16271.3050404,15968.3177119,16661.0565982,15780.6269234,16338.6032097,15977.720766,16178.9826983,16130.7191374,16478.9862581,16444.6820508,16133.804794,15735.1321938,15708.1291101,15704.1640109,15794.7319658,15995.180286,15952.6127452,16252.6711231,15651.2090058,15948.7129175,16106.2204247,15956.8048382,15569.5083587,15987.0616282,16178.0229933,15904.3202415,15786.1879437,15073.0159506,15495.1889328,15258.2790989
270,16720.7914561,16677.3495565,16598.7216617,16440.4240669,16415.3022315,16470.2772258,16692.0626587,16666.4531657,17085.7814554,16441.8698596,16468.2661183,16351.2219398,16713.7662134,16468.7508543,16478.1336825,16393.9454857,16476.5857496,16590.1761361,16537.9773409,16568.157896,16449.4598634,16634.2466104,16580.1344964,16441.3596571,16562.8976288,16722.8476705,16429.7636684,16346.1331047,16573.0151417,16553.112848,16566.3578619,16333.1325887,16527.0632098,16367.6718767,16517.6839719,16398.070355,16451.6253739,16567.3974428,16452.2316089,16612.330579,16644.1774134,16429.7911629,16375.1174019,16465.977927,16417.0502311,16640.1271786,16794.5825205,16666.7727305,16703.2388987,16510.091956,16590.8795509,16656.0656567,16515.6655099
271,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,17051.0877003,17015.6557546,16957.5620058,16552.8508142,16763.604467,16624.9744555,0.0,0.0,0.0,16497.5135775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17039.1272438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16437.2806867,0.0,0.0,16535.3362603,0.0,0.0,0.0,16454.4633878,0.0,0.0,0.0,16682.4743765,0.0,0.0,0.0,0.0,0.0,16545.577215,16290.4042014
274,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,nan
275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,15995.7052115,0.0,15819.6198319,0.0,15466.337105,15526.7070319,16295.7589984,16232.0045352,15940.3250655,15588.5147704,16024.8583972,15962.2927137,15729.0940303,16167.0252744,15939.7577888,15719.8055466,16031.969112,15612.056049,16012.7797947,15982.6643815,16065.6321906,16245.0678257,16491.790062,16264.8418791,16082.5482041,16548.6730578,16060.8370926,16198.5976483,15931.4229076,16052.7774208,16120.2689731,16242.0779757,16230.187282,16113.3858336,16122.9895039,16070.472071,16021.7925585,16394.9470545,16183.3777615,16172.4555979,16254.4479315,15960.6360683,16096.7097251,16240.680568,16109.6823259,0.0,15873.6842391,15804.7573571,15685.5438336,15948.5132213,15713.4343423,0.0,0.0
277,17278.3984686,17087.344493,17009.2141001,16882.5264473,17002.5735511,16880.1475177,16918.5938091,16976.5543732,17127.2922012,16723.1274544,17067.9952941,17034.6248297,17223.2852823,17171.3537824,16967.1494094,17116.8101512,16988.3144005,16934.5563533,16840.2762064,16850.4548025,17014.6986204,16911.658753,17198.5658993,17027.4880452,16884.0226319,17138.8792329,16831.1956111,16929.1960532,17074.4848636,16983.0789888,17008.8642991,17010.4584789,17175.7426567,16831.8125243,16932.0685586,16715.96729,16834.8145021,17041.4809183,16983.9604056,17087.634503,17243.605924,16869.338392,16984.0705801,17150.490205,16855.8403894,17136.1707018,17212.9500528,17103.9877843,17427.7293265,17123.9554476,16903.8389035,16872.5644476,16999.9294604
278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,15735.2305488,15761.7218249,15556.4135066,15547.3485837,15683.5693992,15526.6726699,15495.2566488,15505.083695,15537.4545949,15485.7804995,15664.2162665,15634.3844343,15678.2851471,15497.3941291,15384.8275307,15663.9689967,15551.6025749,15555.9065554,15470.4597089,15514.2056564,15513.2155959,15538.5515466,15659.1345286,15442.5296397,15502.0115896,15379.4727665,15458.3650869,15624.0694529,15638.4715474,15608.6566083,15602.7576356,15539.0070757,15714.9898291,15514.8126564,15560.6151643,15562.6275153,15558.7348167,15590.1237418,15641.3928572,15639.3719112,15689.4251168,15471.347446,15682.1312908,15620.312624,15556.8675843,15535.3808042,15669.0811523,15631.5340714,15702.6326801,15508.7458525,15532.9384294,15482.6112881,15458.8391521
280,14737.2592795,13437.0722574,13371.2116814,12871.3468691,18410.6741397,13358.193362,12077.2108678,11876.916595,11945.1930906,12650.0926877,12683.462574,11672.1783841,12433.5514206,17482.7768477,17143.408767,19391.3019107,12464.3202109,12139.6033318,11572.0251463,11637.540416,11989.2136468,12158.0455402,14793.0047431,16341.9533591,12028.9140991,12717.9686467,11595.1551022,11684.7458929,12161.3131348,11514.0811164,11840.2688506,12014.2536904,11860.3531088,11610.9545553,11858.3004413,11615.1726724,11553.851226,12247.6131164,11735.7145352,12066.24268,11803.270208,11666.0114902,11812.0615392,12097.4129172,11550.2973978,12351.2659532,12194.3194613,11789.6104364,12263.5833639,12188.4210723,11852.4301268,11841.752747,11426.8911971
281,19270.2076231,18603.0067306,17924.582103,17425.7999494,17606.2159886,17414.7817973,17149.8302357,16684.7489991,16105.1698247,15577.1675937,17641.9494366,17390.6932114,17592.1732102,18645.609338,18666.4828217,18728.0442177,18519.439191,17920.8457278,17635.1333155,17428.991012,17530.7449001,17300.1544563,17619.1106301,17659.2119684,16861.1789317,17048.9102862,15420.0213335,15883.6799972,14653.7029921,14125.5099312,13942.8940748,14391.5119586,13789.7179538,13628.4770624,13495.9526744,13805.9312656,13837.4170957,14075.9023695,14333.1168597,14368.8636148,14826.6360396,14746.5654926,15686.5677033,15686.8050265,15804.175454,15978.1589572,17803.2713718,18242.9491409,18302.5459434,18845.6142843,18627.9873879,18970.421329,18600.1056652
282,15272.539296,15271.7759384,0.0,15151.2752238,15180.3357845,0.0,0.0,15150.7428932,0.0,0.0,15301.5490648,15155.6475838,0.0,0.0,0.0,15237.9469607,0.0,0.0,0.0,0.0,0.0,0.0,15144.4933898,0.0,0.0,0.0,15250.6607308,15399.02171,15363.1485824,15395.0815252,15231.60733,15257.404336,15398.4838852,0.0,0.0,0.0,0.0,0.0,15403.9366546,15180.0104321,15434.9868463,0.0,15373.3334668,15301.1234566,15364.0377721,0.0,15517.7503726,15452.7410782,15467.2477573,15423.4383127,0.0,0.0,15314.8163426
283,16010.5632992,15760.5686523,15834.8516221,15528.7775814,15285.3359319,15584.6321623,15669.3311308,15618.1746122,15566.094464,15547.5499815,15685.1570111,15424.7071488,15511.1772996,16209.2344441,16202.8015776,16074.8123125,15695.3763655,15599.4715342,15597.4594125,15509.8531669,15683.9827322,15921.8844369,0.0,16060.5291193,15599.7104469,16022.7231025,15385.2354043,15296.6663273,15788.1925394,15121.9509965,15402.0080339,15561.5173723,0.0,15386.2331709,15695.3558028,15397.5672025,15299.184783,15747.1990327,0.0,15640.5273414,0.0,15164.9510295,0.0,0.0,0.0,15547.7368851,15419.4875203,15551.4838426,15277.4847456,15581.1579354,15590.6635729,15708.8845674,15372.0510917
284,0.0,0.0,0.0,14190.0385863,14087.6640683,0.0,0.0,0.0,0.0,0.0,14232.9061682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14332.3167291,0.0,0.0,0.0,0.0,14258.6026063,14211.122152,0.0,0.0,0.0,14676.1143887,0.0,0.0,0.0,0.0,0.0,14313.0517638,0.0,14867.3170512,0.0,14049.5762806,14407.2783985,14334.2852953,0.0,14666.2331782,14728.1995853,0.0,0.0,0.0,0.0,0.0
285,12327.0271197,11842.7192709,12322.6065233,12167.833664,13187.786662,12728.5350684,12543.4619533,12514.846119,11881.2837846,11882.6911527,12774.5411238,12447.2319843,12966.1317574,13187.0870286,12993.0665506,13602.5905222,14509.2980284,14833.4001666,14704.7655755,14885.7981755,15102.1935873,15564.3078678,15565.0597008,15480.5484964,15389.3509435,15014.340778,13708.0205762,14169.7435687,12849.4528728,12744.8745053,12583.3754122,12839.0322056,12890.1492343,12861.0067102,13104.3991945,13317.6551643,13912.0079806,14304.2682887,14073.6522396,14332.0319945,14762.5531018,13924.1690109,14284.4925572,13807.6644621,13791.9664457,13887.6075536,13729.8384748,13493.1372358,13935.3361279,13647.9754798,13642.6658796,14020.447329,13571.8310692
286,0.0,0.0,0.0,15200.4638684,15195.7601195,0.0,0.0,0.0,0.0,0.0,15105.6019071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15057.9804224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14961.2687703,0.0,15008.5780827,0.0,14930.4264927,15067.3341055,14937.4093257,0.0,15130.1841889,15123.1243498,15100.3924007,0.0,0.0,0.0,0.0
287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14586.2821075,14260.4582938,0.0,14780.6116947,0.0,0.0,14530.4114948,14191.38977,0.0,0.0,14613.4440726,0.0,14694.8037303,0.0,0.0,0.0,14347.7713075,14457.9035694,14461.0811977,14368.1175438,14388.8588361,14687.8780908,14871.291976,0.0,0.0,0.0,14476.061838,0.0,14700.9888557,14650.8895725,14920.2808127,0.0,14596.0064292,14636.8296415,14514.819642,0.0,14681.9414589,14715.2290403,14482.2954267,14545.6590941,0.0,0.0,0.0
288,0.0,0.0,0.0,0.0,0.0,0.0,14780.5902988,0.0,15133.9044274,0.0,14674.8998368,14615.5098768,14540.927783,14918.0784406,14920.4009537,14853.4340797,14735.1158599,14574.7431199,14594.8355325,14671.9025111,14681.712393,14860.5984399,14892.7443318,15000.3274661,14754.2156091,0.0,14604.0596295,14721.2087487,14746.7620383,14698.7863257,14697.9977239,14742.4655099,14800.053042,14651.7387795,0.0,14605.3294163,14587.6511421,14761.6703286,14719.0250369,14756.9804147,14809.8181643,0.0,14675.3061538,14784.5928588,14664.3755755,0.0,14762.1003415,14916.2093371,14734.4932789,14717.9409497,14612.4317882,0.0,0.0
289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15853.7758469,0.0,0.0,15161.9273237,15003.9000798,14885.331742,0.0,15098.9576094,0.0,15446.1193765,15560.7657215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15085.5646592,0.0,0.0,0.0,0.0,0.0,15233.745704,0.0,15438.2489524,0.0,15166.9449098,15276.4326635,15028.6006277,0.0,15359.7236365,0.0,0.0,0.0,0.0,0.0,0.0
290,15430.1692837,15383.590667,15347.9486849,15176.044691,15246.9089049,15259.2917682,15188.2028515,15157.339732,15261.1737776,15153.9102794,15451.0721278,15413.8154427,15305.5597717,15509.3956033,15415.000473,15513.5208332,15287.6582228,15276.783103,15183.6844246,15251.8137129,15320.7805277,15300.4765401,15522.5470304,15481.4751049,15282.7086621,15346.7079627,15250.5405779,15310.914086,15344.5416749,15203.0350863,15264.192325,15280.3410377,15268.4891844,15196.6758125,15244.8645686,15148.5576982,15144.1876183,15266.6397822,15231.9897766,15293.5961996,15244.024803,15154.2063849,15347.4777941,15326.0125623,15165.7247432,15234.6903558,15181.2655991,15216.1670379,15224.4610689,15267.2595255,15199.030634,15130.2397896,15179.8542269
291,14393.3831212,14517.8819352,14270.2034051,14182.4036887,14160.2521305,14240.3098199,14546.713648,14317.0386115,14483.5772739,14212.7139121,14139.1599379,13779.2620648,0.0,0.0,0.0,14078.0804297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14104.0595335,14081.170863,14229.7430875,14090.8946027,14118.6358953,13934.6685388,14065.6085633,0.0,0.0,0.0,0.0,0.0,14146.3167042,14154.9067216,14217.4750323,0.0,14079.566877,14186.6776764,14200.4098973,0.0,14372.0726872,14258.3980595,14244.0763664,14183.3999309,0.0,0.0,14120.0575185
292,14643.5138383,14618.7878803,14370.9673364,14351.1318179,14418.9109779,14360.3532744,14558.5977721,14619.2939831,14206.1659637,14401.7436613,14405.7789234,14392.3080587,14697.6458609,14392.3573569,14224.3424696,14314.0726859,14399.7809208,14494.838354,14419.2040814,14349.7735169,14412.3771098,14498.4661381,14617.3101408,14273.2825629,14457.2583495,14092.4697767,14406.0035665,14655.373192,14551.3985582,14640.4759661,14626.8316807,14694.9961397,14918.6424327,14470.6409157,14467.5444794,14467.5161447,14525.6522724,14522.6450629,14532.4708381,14518.3681294,14808.4807507,14406.1258645,14489.1986502,14601.1426779,14616.6062199,14589.7318446,14758.0005812,14749.6037147,14882.2344403,14586.659414,14598.9477628,14636.0780707,14449.4617412
293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,11825.8485069,11351.8252501,10436.8476713,10109.0049055,10272.4304971,10134.936808,10061.0946078,10079.3188871,9470.8659507,10574.826794,10958.6890206,10729.6887921,10871.697682,11357.4790182,11310.4927165,11368.5599787,11146.7773129,11021.8248404,10910.0703923,11038.4418922,11341.5730348,11399.3434919,11765.3079329,11778.3021879,11293.3167392,11463.2443598,11089.7491639,11688.6210739,11387.2376552,11183.7569689,11051.6449236,11525.1433993,11303.9410384,10882.9731404,10286.7956902,10811.2640546,9688.7044692,9717.1243458,9693.4296683,9537.2968792,9533.1808589,8767.3416843,9785.493822,9068.8688447,8890.2732591,8895.6583883,8816.8304859,8885.6804066,8909.2413414,9206.6958472,8670.3786175,8704.8838545,8497.8076257
295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,14037.8629872,13931.690521,14149.7721405,14027.8580357,13935.7284797,14310.5070312,14249.135726,14156.4362807,14090.147826,14057.3671459,14367.9068486,14103.2951936,14173.0658934,15012.1156332,15010.0779085,14714.6648557,14413.5852186,14256.7693233,14124.9694653,14261.3673864,14355.1579105,14454.7474532,14581.8017382,14877.7252835,14405.0946263,14744.2182823,14196.0556569,14237.6992009,14356.8477501,14070.6492843,14167.5546051,14402.7337567,0.0,14080.257651,14187.4147002,14128.3832559,14117.1059982,14316.430998,0.0,14341.9776597,0.0,14140.2155174,0.0,0.0,0.0,14107.5231868,14071.1641106,14380.1474023,14022.6150143,14307.5271356,14043.2773924,14029.1808148,14048.0088631
297,14202.8470705,14102.9692041,13895.2376498,13702.5405097,13872.3558838,13585.2172221,13950.3649002,13960.8649053,14233.3179299,13688.9090063,13575.2401253,13445.4408259,13702.9472974,13420.8512678,13209.4162268,13477.7803292,13479.8931988,13583.5361501,13550.3483279,13488.8101007,13527.0116115,13420.048207,13382.3486774,13173.8328447,13397.3934444,13944.0282008,13496.5234429,13884.8136491,13619.5311363,14074.3972063,13906.8209715,14172.0118141,14261.2757819,0.0,0.0,0.0,13749.5699426,0.0,13710.4954827,13581.5199327,14124.0130487,0.0,13591.0239652,13656.889177,13810.3822763,13527.7312109,14046.4517384,14022.371109,14178.5639856,13648.9596478,13555.9770582,13477.8000864,13486.666838
298,13551.2834338,13463.8363974,13433.1561535,13515.4520643,13515.2982114,13402.2062404,13638.3762091,13538.0576066,12983.0179785,13517.5657982,13525.9101426,13592.3427553,13713.0274227,13330.4678956,13327.9283485,13366.7816992,13502.6185388,13625.7171247,13608.6892248,13596.9650411,13455.2466984,13556.5935157,13552.2997785,13284.6327171,13553.2128818,13204.0452338,13516.693851,13532.7086689,13638.619361,13523.4843676,13627.7856137,13308.0574079,13544.26388,13421.6056054,13553.7445009,13550.187932,13632.4130428,13596.9157245,13630.4624181,13530.6575067,13598.1988282,13492.9943526,13545.5039976,13622.5090158,13667.8220403,13604.2588565,13784.4360983,13623.0335567,13595.4078115,13547.3014105,13555.2318957,13618.3294304,13517.1930661
299,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
300,13959.9309031,14000.8722773,13723.0005599,13898.4832488,13921.9499161,13868.1402885,13777.6233787,13891.6856117,13539.9388829,13903.9580519,13785.3310613,13798.5872361,13912.3544289,13893.6168306,13773.0003117,13790.5494462,13936.1124964,13805.9613122,13789.6359008,13844.2694867,14085.0155946,13757.0610718,13908.4517473,13968.2688642,13801.4481658,13684.8655856,13722.7436357,13913.7597618,13853.3973663,13927.0162833,13835.1223917,13959.4475541,13951.1007628,13939.946972,13938.7852961,13915.9603849,13928.1084382,13799.9115469,13836.2221116,13813.5176246,14038.1245224,13786.3975125,13965.6039807,13779.9532287,13829.4835505,13912.7583033,14005.9720055,14043.4691121,14186.2787313,13898.5397661,14032.4539891,13865.9104477,13699.3796156
301,13422.9010773,13445.6417533,13303.4569799,13232.7762753,13233.0454251,13209.5125741,13372.5219759,13390.3268949,13101.2448016,13252.8767554,13356.4709433,13289.4225441,13451.5824247,13224.2929612,13173.8548952,13174.2367502,13202.1880106,13275.7325271,13261.92133,13269.2930343,13192.9775561,13309.1009688,13285.5005246,13154.1157689,13272.0181674,13050.0365138,13252.6407286,13238.7598329,13362.5011281,13362.3795061,13357.5119603,13390.3148674,13549.7709638,13220.5283543,13246.9863629,13211.4468986,13281.8992927,13269.5421375,13192.8802718,13255.9604296,13470.1426636,13178.6353484,13178.9868685,13269.0447849,13253.3857527,13303.9457201,13455.3232987,13383.8997471,13544.9974057,13252.4265963,13234.2052372,13366.0995187,13179.5850438
