StarNumber	20r	20i	20r-20i	E	22r	22i	22r-22i	mean r-i	22b	22v	22b-22v	M	20b	20v	20b-20v	Q	catalogue v	catalogue b-v	catalogue b	U	catalogue v - 22v	catalogue v - 20v	X	catalogue b - 22b	catalogue b - 20b	22v-20v
705	14.301	13.773	0.52808		14.501	13.996	0.5045	0.51629	15.843	15.181	0.66214		16.363	15.061	1.3022											0.11993
706	14.615	13.276	1.3385		14.752	13.506	1.2458	1.2922	17.915	16.262	1.6525		17.982	16.08	1.9018											0.18204
707	14.299	13.585	0.71416		14.476	13.865	0.61048	0.66232	16.536	15.183	1.3531		16.246	15.104	1.1415											0.078727
708	14.895	13.16	1.7349		14.971	13.49	1.4817	1.6083		17.846				17.56												0.28619
709	14.121	13.539	0.58276		14.241	13.848	0.39265	0.4877	15.684	15.023	0.66087		15.899	14.782	1.1168											0.24053
710	14.303	13.779	0.52334		14.461	13.923	0.53766	0.5305	15.713	15.036	0.67711		15.858	15.025	0.83331											0.010736
711																										
712	14.503	13.64	0.8637		14.605	13.917	0.68859	0.77614	16.084	15.339	0.745		16.455	15.349	1.1063											-0.010454
713																										
714	14.483	13.678	0.80488		14.627	13.967	0.65974	0.73231	16.173	15.352	0.82044		16.694	15.361	1.3327											-0.0088625
715																										
716																										
717	14.424	13.456	0.96749		14.536	13.6	0.93621	0.95185	16.125	15.15	0.97542		16.181	15.175	1.0067											-0.024585
718	14.284	13.676	0.60803		14.451	13.982	0.46929	0.53866	16.119	15.063	1.0559		15.868	14.998	0.86939											0.064342
719	14.523	13.697	0.82589		14.508	13.773	0.73471	0.7803	16.408	15.239	1.1685		16.542	15.308	1.234											-0.068658
720	14.268	13.755	0.51257		14.371	14.033	0.33791	0.42524	15.459	14.931	0.52796		15.409	14.872	0.53752											0.058832
721	14.364	13.662	0.70236		14.36	13.772	0.58862	0.64549	16.031	15.007	1.0246		15.734	15.027	0.70763											-0.019974
722	15.697	13.083	2.6142		15.853	13.348	2.5051	2.5597		17.828			19.885	17.031	2.8537											0.79665
723	14.278	13.403	0.87477		14.221			0.87477	15.865				15.891	15.065	0.82574											
724	15.078	12.79	2.2882		15.269	12.905	2.3641	2.3261	17.231	16.251	0.98055			17.682												-1.4317
725																										
726	14.742	13.058	1.6848		14.982	13.318	1.6647	1.6747		16.407			17.355	16.518	0.83754											-0.11119
727	15.396	13.008	2.3882		15.748	13.289	2.4595	2.4238		18.845				18.272												0.57322
728	14.411	13.822	0.58848		14.579	14.178	0.40023	0.49436	15.254	15.247	0.0070858		15.919	15.037	0.88191											0.20927
729																										
730																										
731																										
732	14.484	13.528	0.95628		14.66	13.776	0.88399	0.92014	17.3	15.55	1.7501		16.819	15.375	1.4436											0.17461
733	14.455	13.586	0.86833		14.601	13.805	0.79513	0.83173	17.029	15.306	1.7228		16.841	15.487	1.3541											-0.18063
734	14.616	13.264	1.352		14.829	13.491	1.3383	1.3452	18.522	15.906	2.6157			16.19												-0.28391
735																										
736	16.431	13.296	3.1351		16.612	13.525	3.0879	3.1115	17.644	18.857	-1.2128		18.467													
737	14.351	13.578	0.77342		14.412	13.923	0.48983	0.63163	15.741	15.09	0.6503		15.939	15.005	0.93428											0.08545
738																										
739																										
740																										
741	15.425	13.055	2.3698		15.498	13.231	2.2666	2.3182	20.686	18.22	2.4662			17.53												0.68979
742	14.929	13.073	1.8551		15.019	13.4	1.6184	1.7367		16.525			18.208	16.537	1.6706											-0.011631
743																										
744	14.614	13.264	1.3495		14.85	13.512	1.338	1.3437	19.361	15.932	3.4286		18.874	16.106	2.7687											-0.17344
745																										
746	14.609	13.178	1.431		14.732	13.325	1.4073	1.4192		16.032				16.13												-0.098047
747	14.246	13.586	0.65936		14.354	13.864	0.48971	0.57453	16.784	14.998	1.7854		16.545	15.094	1.4508											-0.095634
748	14.828	13.249	1.5786		14.79	13.403	1.3866	1.4826	17.373	16.463	0.91015			16.565												-0.10223
749	15.189	12.932	2.2569		15.191	13.146	2.0451	2.151		17.654			18.119	16.738	1.3819											0.91667
750																										
751	14.401	13.386	1.0146		14.571	13.569	1.0012	1.0079	17.346	15.61	1.7363		16.799	15.546	1.2532											0.064295
752																										
753	14.715	13.422	1.2925		14.985	13.668	1.3172	1.3049	19.733	15.998	3.7349		18.25	16.123	2.1271											-0.12519
754	15.66	13.092	2.5673		15.955	13.344	2.6109	2.5891	19.185	19.134	0.051718			18.685												0.4481
755	14.601	13.199	1.4019		14.581	13.371	1.21	1.306	17.178	15.356	1.8222		17.04	15.701	1.3398											-0.3446
756					14.731	13.524	1.2067	1.2067	16.214				14.142	13.395	0.74653											
757																										
758																										
759																										
760																										
761																										
762	14.221	13.716	0.505		14.29	13.918	0.3719	0.43845	15.713	14.832	0.88107		15.666	14.765	0.90078											0.067446
763	14.956	13.172	1.7837		15.012	13.331	1.6805	1.7321	17.946	16.276	1.6698			17.584												-1.3079
764	14.557	13.927	0.62939		14.754	14.301	0.45356	0.54147	16.576	15.503	1.0732		16.781	15.322	1.4594											0.18135
765																										
766	14.504	13.84	0.66414		14.564	14.138	0.42633	0.54523	15.586	15.161	0.42432		16.136	15.01	1.1261											0.15169
767	14.323	13.706	0.61718		14.56	14.104	0.45618	0.53668	16.12	15.275	0.84489		16.06	15.143	0.91629											0.132
768	15.473	12.993	2.4791		15.672	13.122	2.5499	2.5145	19.336	18.641	0.69478															
769	14.751	13.165	1.5859		14.783	13.329	1.4544	1.5202	18.34	15.736	2.6034		16.345	15.869	0.47614											-0.13304
770	14.588	13.029	1.5594					1.5594																		
771																										
772	14.492	13.962	0.52948		14.446			0.52948	16.274				16.691	15.171	1.5197											
773	14.399	13.792	0.60745		14.557	13.978	0.5789	0.59318	16.205	15.174	1.0306		16.106	15.147	0.95977											0.027698
774	15.464	13.321	2.144		15.698	13.521	2.177	2.1605	20.62	17.743	2.8773		19.842													
775	14.418	13.88	0.5378		14.652	14.305	0.3466	0.4422	15.898	15.205	0.69262		16.173	14.957	1.2162											0.24767
776	14.945	13.362	1.5834		15.075	13.534	1.5411	1.5622	18.368	16.377	1.9902		18.46	16.723	1.7372											-0.34561
777	15.298	13.123	2.1747		15.653	13.354	2.2987	2.2367	18.066	18.17	-0.10473		17.535	17.077	0.4579											1.0937
778																										
779	15.399	13.213	2.1869		15.405	13.383	2.0218	2.1043	19.646	16.568	3.0789			19.154												-2.5865
780																										
781	14.639	14.12	0.51883		14.492	14.185	0.30695	0.41289	16.436	15.473	0.96309		16.106	15.334	0.77192											0.1386
782	14.387	13.634	0.75256		14.52	13.919	0.60117	0.67686	16.197	15.136	1.0605		16.152	14.969	1.1826											0.16675
783																										
784																										
785					14.035																					
786	14.391				14.393	13.783	0.61027	0.61027	16.023	15.079	0.94357		16.417	15.05	1.3671											0.029016
787																										
788	18.075	13.384	4.6914					4.6914	18.561				18.941													
789	14.469	13.766	0.70294		14.49	13.937	0.55288	0.62791	16.13	15.112	1.0184		16.052	15.152	0.89963											-0.04022
790	16.124	13.124	3.0009		15.729	13.337	2.392	2.6964	18.669	17.67	0.99914															
791	15.684	13.199	2.4848		15.359	13.49	1.8688	2.1768		17.501				17.575												-0.074577
792	14.27	13.793	0.47787		14.618	14.127	0.49027	0.48407	15.744	15.042	0.70208		15.633	14.896	0.73714											0.14593
793	15.306	13.059	2.2475		15.284	13.2	2.0832	2.1653	19.724	16.961	2.7627		16.712	16.144	0.56805											0.81685
794	14.53	13.635	0.89436		14.795	13.968	0.82746	0.86091	16.905	15.58	1.3248		16.485	15.492	0.99388											0.088765
795	14.834	14.12	0.71331		14.889	14.245	0.64337	0.67834	18.423	15.92	2.5023		17.512	15.867	1.6449											0.053528
796										16.368																
797	14.354	13.872	0.48276		14.655	14.095	0.55998	0.52137	15.929	14.921	1.0079		16.029	14.919	1.1097											0.0013952
798	14.305	13.758	0.54673		14.404	14.098	0.30636	0.42654	15.753	14.945	0.80824		15.961	14.962	0.99908											-0.017638
799																										
800	14.684	13.723	0.96136		14.597	13.752	0.84483	0.90309	16.388	15.233	1.1548		16.568	15.315	1.2529											-0.082018
801	14.795	13.218	1.5774		14.808	13.444	1.3641	1.4707		16.141			18.516	16.399	2.117											-0.2587
802	15.147	13.358	1.7888		15.291	13.64	1.651	1.7199	18.408	16.785	1.6235			17.531												-0.74578
803	14.391	13.793	0.59829		14.626	14.165	0.46108	0.52968	16.088	15.286	0.80209		16.012	15.159	0.85223											0.1266
804	14.625	13.345	1.2805		14.713	13.509	1.2044	1.2424	21.614	16.156	5.4587		18.005	15.975	2.0293											0.18044
805	14.55	13.805	0.7448		14.598	14.04	0.55769	0.65124	15.983	15.107	0.87582		15.821	15.126	0.69559											-0.018866
806	14.984	13.309	1.6744		15.112	13.538	1.5739	1.6241		16.919			18.542	17.412	1.13											-0.49233
807	14.316	13.577	0.73925		14.421	13.912	0.5096	0.62442	16.182	15.217	0.96588		16.17	15.107	1.0629											0.10993
808																										
809																										
810																										
811	14.485	13.698	0.78691		14.688	14	0.6886	0.73775	16.845	15.405	1.4397		16.488	15.25	1.238											0.15485
812	15.353	13.235	2.1185		15.322	13.342	1.9799	2.0492		17.277																
813	14.389	13.854	0.53555		14.694	14.248	0.44649	0.49102	15.728	15.183	0.5444		15.889	15.037	0.85217											0.14649
814	16.574					13.628			18.799																	
815																										
816	14.819	13.45	1.3683		14.819	13.584	1.2354	1.3018	17.94	15.996	1.9443		17.645	16.278	1.3671											-0.28268
817																										
818	14.424	13.447	0.97736		14.595	13.653	0.9426	0.95998	16.838	15.16	1.6775		16.895	15.347	1.5486											-0.18659
819	14.681	13.697	0.98395		14.923	14.037	0.88592	0.93493	16.065	15.372	0.69242		16.235	15.464	0.77168											-0.091689
820																										
821																										
822																										
823																										
824	14.697	13.856	0.84136		14.882	14.097	0.78429	0.81283	17.323	15.697	1.6262		17.137	15.566	1.5702											0.13029
825	15.22	13.284	1.9354		15.45	13.547	1.9033	1.9193		17.737				17.428												0.30898
826	15.23	12.896	2.3331		15.311			2.3331	18.927				19.31	17.177	2.1326											
827	14.275	13.302	0.97234		14.415	13.411	1.0046	0.98847	16.156	15.021	1.1346		16.263	15.151	1.1127											-0.12946
828	15.028	13.319	1.7092		15.107	13.509	1.5986	1.6539		16.917			18.138	16.643	1.4955											0.27462
829	15.191	13.099	2.0918		15.477	13.276	2.2006	2.1462	20.279	17.693	2.5851		20.97	19.874	1.0957											-2.1808
830	14.44	13.795	0.6448		14.577	14.243	0.33463	0.48971	16.149	15.21	0.93884		16.166	15.013	1.1523											0.197
831	14.633	13.815	0.81839		14.685	13.954	0.7315	0.77494	17.358	15.238	2.1192		16.574	15.497	1.0772											-0.25852
832	14.477	13.955	0.52211		14.507	14.197	0.31018	0.41615	15.964	15.148	0.81636		16.179	15.168	1.0112											-0.020455
833	14.334	13.854	0.47962		14.435	14.052	0.38303	0.43132	15.631	14.904	0.72696		15.748	14.907	0.84104											-0.0022974
834																										
835	14.58	13.754	0.82583		14.779	14.003	0.77569	0.80076	17.77	15.263	2.5071		16.648	15.458	1.1898											-0.19588
836	14.662	13.94	0.72253		14.691	14.089	0.60296	0.66275	16.161	15.367	0.79375		16.08	15.353	0.72764											0.014556
837	14.748	13.801	0.94706		15.034	13.765	1.2683	1.1077	17.046	16.006	1.0401		17.36	16.254	1.1062											-0.2479
838	14.491	14.087	0.40419		14.546	14.169	0.37719	0.39069	15.79	15.066	0.72434		16.021	14.977	1.0445											0.089183
839	14.416	14.084	0.33194		14.393	14.326	0.06702	0.19948	15.449	14.972	0.47727		15.894	14.971	0.92274											0.00065422
840	15.022	13.707	1.3154		15.133	13.909	1.2247	1.27	17.003	16.205	0.79786		17.071	16.269	0.80162											-0.064735
841	15.287	13.286	2.0007		15.445	13.573	1.8718	1.9363		17.905				18.04												-0.13502
842	14.482	13.776	0.7063		14.685	13.993	0.69167	0.69898	16.547	15.337	1.2095		16.42	15.463	0.95764											-0.12512
843																										
844																										
845	15.496	13.211	2.2855		15.892	13.377	2.5149	2.4002		17.183				17.523												-0.3397
846	14.651	14.101	0.54967		14.631	14.166	0.46558	0.50762	16.246	15.206	1.0402		16.437	15.273	1.1641											-0.066967
847	14.703	13.933	0.77015		15.274	14.215	1.0586	0.91439	16.663	15.538	1.1247		16.556	15.448	1.1082											0.090451
848	14.788	13.644	1.1431		14.973	13.82	1.1523	1.1477	16.398	15.783	0.61441		16.778	15.744	1.0344											0.03931
849																										
850	16.353	13.422	2.931			13.755		2.931					19.417													
851	14.794	13.251	1.5433		14.81	13.462	1.3481	1.4457	19.349	16.035	3.3145		18.677	16.313	2.3635											-0.27879
852	16.279	13.083	3.197			13.347		3.197	19.832					19.705												
853																										
854																										
855	14.44	13.805	0.63497		14.677	14.205	0.47237	0.55367	16.888	15.352	1.5357		15.978	15.197	0.78044											0.15479
856																										
857																										
858	14.751	13.267	1.4841		14.683	13.32	1.3624	1.4233	18.19	15.768	2.4222		18.013	16.104	1.9086											-0.33625
859																										
860																										
861																										
862	14.625					12.775			18.051	13.929	4.1226															
863	15.996	13.304	2.6926		15.866	13.503	2.363	2.5278	19.499																	
864																										
865																										
866																										
867																										
868	15.063	13.658	1.4053		15.114	13.841	1.2725	1.3389	21.756	16.634	5.122		18.292	16.697	1.5952											-0.062284
869	15.492	13.443	2.0491		15.597	13.628	1.9686	2.0088	18.953	19.468	-0.51473			17.839												1.6295
870	14.783	13.397	1.3854		14.927	13.473	1.4533	1.4193	16.618	15.536	1.0817		16.896	16.164	0.7324											-0.62767
871	14.777	14.08	0.69742		14.928	14.147	0.78183	0.73963	17.226	15.523	1.703		16.446	15.578	0.86767		15.28	1.04	16.32		-0.24307	-0.29816		-0.90605	-0.12583	-0.055081
872	15.286	13.381	1.9048		15.645	13.617	2.0278	1.9663	18.166	18.144	0.022253			18.768												-0.62487
873	15.212	13.522	1.6902		15.476	13.835	1.6413	1.6657		18.216				17.031												1.185
874																										
875																										
876	15.193	13.323	1.8698		15.473	13.571	1.9017	1.8858	18.906					18.386												
877	16.63	13.353	3.2766			13.513		3.2766																		
878	15.592	13.175	2.4171		15.726	13.462	2.2635	2.3403						17.023												
879	16.173	13.247	2.9258		15.415	13.264	2.1506	2.5382					17.201	18.785	-1.5842											
880	14.69	14.035	0.65582		14.976	13.948	1.028	0.84189	16.155				15.891	15.526	0.3656											
881	14.579	13.968	0.61133		14.712	14.114	0.59733	0.60433	16.069	15.255	0.81408		16.917	15.275	1.6418											-0.020157
882	14.415	13.736	0.67961		14.553	13.999	0.55382	0.61672	16.188	15.062	1.1259		16.026	15.083	0.94252											-0.020843
883																										
884	14.565	13.719	0.84618		14.553			0.84618	16.579				16.603	15.335	1.2686											
885	14.79	13.482	1.3081		14.805	13.475	1.3305	1.3193	17.645	16.216	1.4293			15.972												0.24387
886	16.694	13.382	3.312		16.442	13.635	2.8063	3.0591	17.898				18.241													
887																										
888	15.346	13.28	2.0661		15.242	13.474	1.7678	1.9169	17.624	18.028	-0.4043		19.099	17.724	1.3743											0.30412
889	14.968	13.754	1.2137		14.978	13.824	1.1544	1.184	18.21	16.361	1.8493		17.584	16.827	0.75733											-0.46612
890	14.466	13.818	0.64841		14.571	14.093	0.4775	0.56296	16.145	15.162	0.9828		16.24	15.26	0.97968											-0.098124
891	15.004	13.288	1.7164		15.367	13.526	1.8416	1.779	20.794	17.069	3.7245		18.441	16.899	1.5421											0.1699
892	16.386	13.339	3.0475		16.537	13.563	2.9744	3.011		18.642																
893																										
894	14.605	13.999	0.60555		14.984	14.244	0.74057	0.67306	16.2	15.355	0.84535		16.109	15.163	0.94582											0.19114
895																										
896	14.952	13.315	1.6372		15.178	13.46	1.7181	1.6776		16.574			18.415	16.704	1.7108											-0.13011
897	16.062	13.2	2.8623		16.251	13.369	2.882	2.8722		18.352																
898	15.464	13.101	2.3638		15.397	13.27	2.1272	2.2455		18.668			17.978	17.373	0.60555											1.2955
899																										
900	14.78	14.406	0.3741		15.015	14.123	0.89247	0.63328	16.103	15.272	0.83172		16.133	15.712	0.42029											-0.44066
901	15.703	13.42	2.2829		15.736	13.636	2.1003	2.1916		17.802				18.685												-0.88367
902	14.456	13.885	0.57089		14.638	14.025	0.61249	0.59169	15.987	15.116	0.87051		15.96	15.012	0.94831											0.10432
903																										
904	16.012	13.274	2.7384		16.18	13.476	2.7036	2.721	19.204	17.818	1.3865		18.121	17.174	0.94737											0.64379
905	15.826	13.246	2.58		16.007	13.398	2.6088	2.5944		17.019			20.145													
906																										
907	14.869	13.321	1.5474		15.085	13.57	1.5155	1.5315	18.506	16.422	2.0848		17.526	15.958	1.5688											0.46396
908	15.949	13.415	2.5333		16.327	13.628	2.6995	2.6164		18.813			19.61	21.519	-1.9093											-2.7058
909	14.93	13.477	1.4531		15.115			1.4531	17.206					16.3												
910	15.15	13.54	1.6099		15.165	13.702	1.4623	1.5361	19.682	16.9	2.7824			18.607												-1.7075
911																										
912	16.906	13.322	3.5836			13.56		3.5836		18.239																
913																										
